Serial.No.	Content ID	Reaction Type	Datetime	User ID	Content Type	Category	Sentiment	Score
14632	46219a74-c2db-4479-a96a-d3ee54d1ea7f	love	15-02-21 13:38	47def058-01cc-478f-9830-eaddcccac633	GIF	soccer	positive	65
14633	46219a74-c2db-4479-a96a-d3ee54d1ea7f	cherish	20-09-20 9:38	47def058-01cc-478f-9830-eaddcccac633	GIF	soccer	positive	70
14634	46219a74-c2db-4479-a96a-d3ee54d1ea7f	want	04-06-21 0:24	47def058-01cc-478f-9830-eaddcccac633	GIF	soccer	positive	70
14635	1cd59d79-a2ca-4a99-92aa-2775117c4589	scared	18-08-20 0:50	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	negative	15
14636	1cd59d79-a2ca-4a99-92aa-2775117c4589	interested	29-06-20 1:33	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	positive	30
14637	1cd59d79-a2ca-4a99-92aa-2775117c4589	heart	15-04-21 7:26	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	positive	60
14638	1cd59d79-a2ca-4a99-92aa-2775117c4589	cherish	18-10-20 2:29	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	positive	70
14639	1cd59d79-a2ca-4a99-92aa-2775117c4589	want	20-12-20 10:30	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	positive	70
14640	1cd59d79-a2ca-4a99-92aa-2775117c4589	disgust	06-05-21 4:30	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	negative	0
14641	1cd59d79-a2ca-4a99-92aa-2775117c4589	heart	08-05-21 0:11	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	positive	60
14642	1cd59d79-a2ca-4a99-92aa-2775117c4589	indifferent	04-02-21 2:19	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	neutral	20
14643	1cd59d79-a2ca-4a99-92aa-2775117c4589	intrigued	17-06-21 10:00	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	positive	45
14644	1cd59d79-a2ca-4a99-92aa-2775117c4589	dislike	25-07-20 4:33	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	negative	10
14645	1cd59d79-a2ca-4a99-92aa-2775117c4589	want	29-09-20 6:54	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	positive	70
14646	1cd59d79-a2ca-4a99-92aa-2775117c4589	disgust	22-12-20 10:45	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	negative	0
14647	1cd59d79-a2ca-4a99-92aa-2775117c4589	dislike	05-02-21 10:22	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	negative	10
14648	1cd59d79-a2ca-4a99-92aa-2775117c4589	cherish	13-04-21 10:45	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	positive	70
14649	1cd59d79-a2ca-4a99-92aa-2775117c4589	interested	23-04-21 21:21	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	positive	30
14650	1cd59d79-a2ca-4a99-92aa-2775117c4589	interested	16-02-21 2:10	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	positive	30
14651	1cd59d79-a2ca-4a99-92aa-2775117c4589	like	11-12-20 18:05	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	positive	50
14652	1cd59d79-a2ca-4a99-92aa-2775117c4589	scared	21-04-21 12:57	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	negative	15
14653	1cd59d79-a2ca-4a99-92aa-2775117c4589	hate	16-07-20 9:16	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	negative	5
14654	1cd59d79-a2ca-4a99-92aa-2775117c4589	scared	13-11-20 21:27	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	negative	15
14655	1cd59d79-a2ca-4a99-92aa-2775117c4589	peeking	09-06-21 7:09	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	neutral	35
14656	1cd59d79-a2ca-4a99-92aa-2775117c4589	want	24-04-21 4:54	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	positive	70
14657	1cd59d79-a2ca-4a99-92aa-2775117c4589	want	29-12-20 1:18	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	positive	70
14658	1cd59d79-a2ca-4a99-92aa-2775117c4589	love	06-05-21 11:11	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	positive	65
14659	1cd59d79-a2ca-4a99-92aa-2775117c4589	like	04-08-20 20:00	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	positive	50
14660	1cd59d79-a2ca-4a99-92aa-2775117c4589	worried	10-01-21 2:19	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	negative	12
14661	1cd59d79-a2ca-4a99-92aa-2775117c4589	worried	04-12-20 9:18	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	negative	12
14662	1cd59d79-a2ca-4a99-92aa-2775117c4589	disgust	23-07-20 6:53	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	negative	0
14663	1cd59d79-a2ca-4a99-92aa-2775117c4589	love	26-01-21 13:50	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	positive	65
14664	1cd59d79-a2ca-4a99-92aa-2775117c4589	dislike	02-03-21 19:16	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	negative	10
14665	1cd59d79-a2ca-4a99-92aa-2775117c4589	scared	31-03-21 20:11	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	negative	15
14666	1cd59d79-a2ca-4a99-92aa-2775117c4589	super love	19-10-20 1:05	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	positive	75
14667	1cd59d79-a2ca-4a99-92aa-2775117c4589	hate	23-09-20 16:33	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	negative	5
14668	1cd59d79-a2ca-4a99-92aa-2775117c4589	adore	17-04-21 1:15	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	positive	72
14669	1cd59d79-a2ca-4a99-92aa-2775117c4589	interested	29-08-20 20:20	b870b764-7447-4990-a8d4-024d33e0e67d	audio	science	positive	30
14670	d374af60-1487-4ee4-ac6a-fcc59ae6ea45	want	09-01-21 0:56	132b1407-16fa-48f8-8112-3e426974bbb7	photo	dogs	positive	70
14671	d374af60-1487-4ee4-ac6a-fcc59ae6ea45	super love	03-07-20 20:11	132b1407-16fa-48f8-8112-3e426974bbb7	photo	dogs	positive	75
14672	d374af60-1487-4ee4-ac6a-fcc59ae6ea45	adore	11-03-21 5:41	132b1407-16fa-48f8-8112-3e426974bbb7	photo	dogs	positive	72
14673	d374af60-1487-4ee4-ac6a-fcc59ae6ea45	indifferent	28-03-21 2:00	132b1407-16fa-48f8-8112-3e426974bbb7	photo	dogs	neutral	20
14674	d374af60-1487-4ee4-ac6a-fcc59ae6ea45	adore	02-11-20 23:10	132b1407-16fa-48f8-8112-3e426974bbb7	photo	dogs	positive	72
14675	d374af60-1487-4ee4-ac6a-fcc59ae6ea45	interested	21-09-20 8:11	132b1407-16fa-48f8-8112-3e426974bbb7	photo	dogs	positive	30
14676	d374af60-1487-4ee4-ac6a-fcc59ae6ea45	intrigued	27-02-21 22:43	132b1407-16fa-48f8-8112-3e426974bbb7	photo	dogs	positive	45
14677	d374af60-1487-4ee4-ac6a-fcc59ae6ea45	like	26-01-21 10:45	132b1407-16fa-48f8-8112-3e426974bbb7	photo	dogs	positive	50
14678	d374af60-1487-4ee4-ac6a-fcc59ae6ea45	dislike	20-10-20 3:39	132b1407-16fa-48f8-8112-3e426974bbb7	photo	dogs	negative	10
14679	d374af60-1487-4ee4-ac6a-fcc59ae6ea45	worried	28-02-21 11:55	132b1407-16fa-48f8-8112-3e426974bbb7	photo	dogs	negative	12
14680	d374af60-1487-4ee4-ac6a-fcc59ae6ea45	super love	18-11-20 1:26	132b1407-16fa-48f8-8112-3e426974bbb7	photo	dogs	positive	75
14681	f6fed2d9-0e25-48b8-bb76-f7cb0667553a	worried	13-04-21 23:40	bf721d00-4fa1-44b1-834f-4730cd51aefa	audio	soccer	negative	12
14682	f6fed2d9-0e25-48b8-bb76-f7cb0667553a	intrigued	11-02-21 18:04	bf721d00-4fa1-44b1-834f-4730cd51aefa	audio	soccer	positive	45
14683	12c49449-a896-48cb-a33b-47e8952f23a7	adore	04-01-21 5:33	f8926cfa-7036-4929-b5db-925c26daea1a	audio	fitness	positive	72
14684	12c49449-a896-48cb-a33b-47e8952f23a7	indifferent	23-01-21 13:46	f8926cfa-7036-4929-b5db-925c26daea1a	audio	fitness	neutral	20
14685	12c49449-a896-48cb-a33b-47e8952f23a7	want	09-04-21 1:25	f8926cfa-7036-4929-b5db-925c26daea1a	audio	fitness	positive	70
14686	12c49449-a896-48cb-a33b-47e8952f23a7	disgust	12-01-21 10:00	f8926cfa-7036-4929-b5db-925c26daea1a	audio	fitness	negative	0
14687	12c49449-a896-48cb-a33b-47e8952f23a7	interested	07-05-21 3:26	f8926cfa-7036-4929-b5db-925c26daea1a	audio	fitness	positive	30
14688	12c49449-a896-48cb-a33b-47e8952f23a7	interested	03-04-21 18:34	f8926cfa-7036-4929-b5db-925c26daea1a	audio	fitness	positive	30
14689	12c49449-a896-48cb-a33b-47e8952f23a7	like	02-04-21 1:12	f8926cfa-7036-4929-b5db-925c26daea1a	audio	fitness	positive	50
14690	12c49449-a896-48cb-a33b-47e8952f23a7	cherish	05-01-21 0:56	f8926cfa-7036-4929-b5db-925c26daea1a	audio	fitness	positive	70
14691	e949f4c9-81b0-44dd-8a69-0c233134bccd	disgust	17-08-20 1:53	07f4dcd0-2bf3-4f21-9da3-b054b511ae00	audio	culture	negative	0
14692	e949f4c9-81b0-44dd-8a69-0c233134bccd	want	06-07-20 0:05	07f4dcd0-2bf3-4f21-9da3-b054b511ae00	audio	culture	positive	70
14693	e949f4c9-81b0-44dd-8a69-0c233134bccd	interested	24-02-21 0:49	07f4dcd0-2bf3-4f21-9da3-b054b511ae00	audio	culture	positive	30
14694	e949f4c9-81b0-44dd-8a69-0c233134bccd	dislike	05-06-21 7:46	07f4dcd0-2bf3-4f21-9da3-b054b511ae00	audio	culture	negative	10
14695	e949f4c9-81b0-44dd-8a69-0c233134bccd	disgust	03-01-21 0:49	07f4dcd0-2bf3-4f21-9da3-b054b511ae00	audio	culture	negative	0
14696	e949f4c9-81b0-44dd-8a69-0c233134bccd	heart	07-02-21 11:10	07f4dcd0-2bf3-4f21-9da3-b054b511ae00	audio	culture	positive	60
14697	e949f4c9-81b0-44dd-8a69-0c233134bccd	want	26-01-21 10:31	07f4dcd0-2bf3-4f21-9da3-b054b511ae00	audio	culture	positive	70
14698	e949f4c9-81b0-44dd-8a69-0c233134bccd	intrigued	22-01-21 7:09	07f4dcd0-2bf3-4f21-9da3-b054b511ae00	audio	culture	positive	45
14699	e949f4c9-81b0-44dd-8a69-0c233134bccd	love	28-01-21 15:25	07f4dcd0-2bf3-4f21-9da3-b054b511ae00	audio	culture	positive	65
14700	e949f4c9-81b0-44dd-8a69-0c233134bccd	indifferent	27-01-21 21:25	07f4dcd0-2bf3-4f21-9da3-b054b511ae00	audio	culture	neutral	20
14701	e949f4c9-81b0-44dd-8a69-0c233134bccd	adore	31-05-21 4:45	07f4dcd0-2bf3-4f21-9da3-b054b511ae00	audio	culture	positive	72
14702	e949f4c9-81b0-44dd-8a69-0c233134bccd	scared	26-01-21 12:10	07f4dcd0-2bf3-4f21-9da3-b054b511ae00	audio	culture	negative	15
14703	e949f4c9-81b0-44dd-8a69-0c233134bccd	scared	21-02-21 21:45	07f4dcd0-2bf3-4f21-9da3-b054b511ae00	audio	culture	negative	15
14704	e949f4c9-81b0-44dd-8a69-0c233134bccd	hate	24-08-20 13:17	07f4dcd0-2bf3-4f21-9da3-b054b511ae00	audio	culture	negative	5
14705	e949f4c9-81b0-44dd-8a69-0c233134bccd	cherish	12-01-21 10:17	07f4dcd0-2bf3-4f21-9da3-b054b511ae00	audio	culture	positive	70
14706	e949f4c9-81b0-44dd-8a69-0c233134bccd	want	21-06-20 20:48	07f4dcd0-2bf3-4f21-9da3-b054b511ae00	audio	culture	positive	70
14707	e949f4c9-81b0-44dd-8a69-0c233134bccd	dislike	07-09-20 13:19	07f4dcd0-2bf3-4f21-9da3-b054b511ae00	audio	culture	negative	10
14708	e949f4c9-81b0-44dd-8a69-0c233134bccd	like	06-07-20 22:56	07f4dcd0-2bf3-4f21-9da3-b054b511ae00	audio	culture	positive	50
14709	e949f4c9-81b0-44dd-8a69-0c233134bccd	love	01-03-21 23:40	07f4dcd0-2bf3-4f21-9da3-b054b511ae00	audio	culture	positive	65
14710	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	hate	05-12-20 8:17	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	negative	5
14711	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	scared	11-05-21 4:30	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	negative	15
14712	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	intrigued	08-06-21 17:46	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	positive	45
14713	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	like	19-07-20 3:20	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	positive	50
14714	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	dislike	23-08-20 22:49	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	negative	10
14715	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	indifferent	07-06-21 16:28	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	neutral	20
14716	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	peeking	06-11-20 16:38	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	neutral	35
14717	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	want	17-12-20 16:31	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	positive	70
14718	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	super love	03-12-20 6:23	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	positive	75
14719	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	worried	05-03-21 2:57	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	negative	12
14720	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	intrigued	12-02-21 23:49	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	positive	45
14721	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	like	13-04-21 2:31	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	positive	50
14722	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	indifferent	08-12-20 8:49	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	neutral	20
14723	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	scared	13-05-21 17:36	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	negative	15
14724	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	adore	22-09-20 12:09	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	positive	72
14725	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	cherish	03-11-20 13:58	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	positive	70
14726	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	interested	25-05-21 3:59	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	positive	30
14727	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	cherish	05-03-21 14:45	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	positive	70
14728	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	hate	21-11-20 4:41	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	negative	5
14729	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	adore	18-12-20 6:42	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	positive	72
14730	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	hate	03-02-21 5:41	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	negative	5
14731	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	cherish	09-09-20 12:37	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	positive	70
14732	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	indifferent	08-08-20 3:34	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	neutral	20
14733	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	interested	20-02-21 1:25	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	positive	30
14734	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	want	13-04-21 18:11	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	positive	70
14735	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	dislike	08-11-20 8:25	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	negative	10
14736	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	want	17-12-20 1:45	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	positive	70
14737	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	intrigued	17-09-20 15:43	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	positive	45
14738	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	peeking	19-11-20 4:50	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	neutral	35
14739	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	heart	23-01-21 22:12	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	positive	60
14740	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	want	06-01-21 3:11	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	positive	70
14741	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	peeking	07-02-21 12:52	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	neutral	35
14742	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	hate	05-05-21 21:35	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	negative	5
14743	c2640cbb-d9d4-424e-9ef5-a4c972ea2f09	heart	03-12-20 7:42	ef147ea5-9696-44d5-b6c2-a43f62fd8ce2	photo	travel	positive	60
14744	1735c0ee-4834-4428-8e6c-014e8fd44bc5	cherish	24-11-20 20:59	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	positive	70
14745	1735c0ee-4834-4428-8e6c-014e8fd44bc5	love	14-06-21 18:06	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	positive	65
14746	1735c0ee-4834-4428-8e6c-014e8fd44bc5	disgust	23-12-20 3:14	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	negative	0
14747	1735c0ee-4834-4428-8e6c-014e8fd44bc5	want	30-07-20 20:04	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	positive	70
14748	1735c0ee-4834-4428-8e6c-014e8fd44bc5	dislike	05-01-21 22:34	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	negative	10
14749	1735c0ee-4834-4428-8e6c-014e8fd44bc5	want	02-10-20 15:57	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	positive	70
14750	1735c0ee-4834-4428-8e6c-014e8fd44bc5	intrigued	25-02-21 11:00	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	positive	45
14751	1735c0ee-4834-4428-8e6c-014e8fd44bc5	peeking	26-04-21 16:17	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	neutral	35
14752	1735c0ee-4834-4428-8e6c-014e8fd44bc5	adore	29-10-20 11:30	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	positive	72
14753	1735c0ee-4834-4428-8e6c-014e8fd44bc5	indifferent	07-07-20 16:05	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	neutral	20
14754	1735c0ee-4834-4428-8e6c-014e8fd44bc5	interested	11-01-21 10:40	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	positive	30
14755	1735c0ee-4834-4428-8e6c-014e8fd44bc5	scared	11-09-20 8:22	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	negative	15
14756	1735c0ee-4834-4428-8e6c-014e8fd44bc5	peeking	31-10-20 15:42	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	neutral	35
14757	1735c0ee-4834-4428-8e6c-014e8fd44bc5	peeking	05-10-20 7:33	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	neutral	35
14758	1735c0ee-4834-4428-8e6c-014e8fd44bc5	scared	03-06-21 5:20	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	negative	15
14759	1735c0ee-4834-4428-8e6c-014e8fd44bc5	peeking	01-04-21 3:02	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	neutral	35
14760	1735c0ee-4834-4428-8e6c-014e8fd44bc5	disgust	30-06-20 15:31	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	negative	0
14761	1735c0ee-4834-4428-8e6c-014e8fd44bc5	hate	13-02-21 20:19	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	negative	5
14762	1735c0ee-4834-4428-8e6c-014e8fd44bc5	heart	19-05-21 3:44	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	positive	60
14763	1735c0ee-4834-4428-8e6c-014e8fd44bc5	cherish	08-04-21 4:00	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	positive	70
14764	1735c0ee-4834-4428-8e6c-014e8fd44bc5	interested	13-09-20 6:03	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	positive	30
14765	1735c0ee-4834-4428-8e6c-014e8fd44bc5	scared	17-01-21 21:04	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	negative	15
14766	1735c0ee-4834-4428-8e6c-014e8fd44bc5	like	26-02-21 5:07	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	positive	50
14767	1735c0ee-4834-4428-8e6c-014e8fd44bc5	like	28-01-21 6:06	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	positive	50
14768	1735c0ee-4834-4428-8e6c-014e8fd44bc5	dislike	10-02-21 15:24	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	negative	10
14769	1735c0ee-4834-4428-8e6c-014e8fd44bc5	worried	24-03-21 22:41	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	negative	12
14770	1735c0ee-4834-4428-8e6c-014e8fd44bc5	want	27-06-20 0:13	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	positive	70
14771	1735c0ee-4834-4428-8e6c-014e8fd44bc5	want	08-07-20 21:44	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	positive	70
14772	1735c0ee-4834-4428-8e6c-014e8fd44bc5	cherish	06-02-21 17:10	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	positive	70
14773	1735c0ee-4834-4428-8e6c-014e8fd44bc5	heart	25-03-21 18:31	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	positive	60
14774	1735c0ee-4834-4428-8e6c-014e8fd44bc5	heart	05-05-21 14:04	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	positive	60
14775	1735c0ee-4834-4428-8e6c-014e8fd44bc5	dislike	04-10-20 1:13	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	negative	10
14776	1735c0ee-4834-4428-8e6c-014e8fd44bc5	disgust	12-08-20 10:44	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	negative	0
14777	1735c0ee-4834-4428-8e6c-014e8fd44bc5	hate	08-03-21 12:43	330ded4b-db65-485a-80a4-6b3bffd33067	video	technology	negative	5
14778	fdca8d15-966b-4825-8133-1fafc5c1f9fc	like	03-12-20 13:36	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	positive	50
14779	fdca8d15-966b-4825-8133-1fafc5c1f9fc	scared	29-06-20 1:57	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	negative	15
14780	fdca8d15-966b-4825-8133-1fafc5c1f9fc	heart	08-09-20 19:05	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	positive	60
14781	fdca8d15-966b-4825-8133-1fafc5c1f9fc	cherish	14-03-21 0:23	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	positive	70
14782	fdca8d15-966b-4825-8133-1fafc5c1f9fc	dislike	03-03-21 3:22	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	negative	10
14783	fdca8d15-966b-4825-8133-1fafc5c1f9fc	heart	01-04-21 2:08	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	positive	60
14784	fdca8d15-966b-4825-8133-1fafc5c1f9fc	cherish	19-02-21 13:09	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	positive	70
14785	fdca8d15-966b-4825-8133-1fafc5c1f9fc	worried	30-11-20 22:17	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	negative	12
14786	fdca8d15-966b-4825-8133-1fafc5c1f9fc	adore	28-11-20 9:05	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	positive	72
14787	fdca8d15-966b-4825-8133-1fafc5c1f9fc	super love	07-11-20 5:39	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	positive	75
14788	fdca8d15-966b-4825-8133-1fafc5c1f9fc	peeking	09-12-20 14:12	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	neutral	35
14789	fdca8d15-966b-4825-8133-1fafc5c1f9fc	heart	10-03-21 23:12	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	positive	60
14790	fdca8d15-966b-4825-8133-1fafc5c1f9fc	hate	15-03-21 10:48	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	negative	5
14791	fdca8d15-966b-4825-8133-1fafc5c1f9fc	adore	30-11-20 2:31	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	positive	72
14792	fdca8d15-966b-4825-8133-1fafc5c1f9fc	want	16-05-21 5:14	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	positive	70
14793	fdca8d15-966b-4825-8133-1fafc5c1f9fc	scared	05-10-20 17:50	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	negative	15
14794	fdca8d15-966b-4825-8133-1fafc5c1f9fc	interested	11-01-21 9:31	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	positive	30
14795	fdca8d15-966b-4825-8133-1fafc5c1f9fc	heart	15-04-21 18:42	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	positive	60
14796	fdca8d15-966b-4825-8133-1fafc5c1f9fc	super love	02-12-20 17:28	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	positive	75
14797	fdca8d15-966b-4825-8133-1fafc5c1f9fc	like	16-10-20 15:37	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	positive	50
14798	fdca8d15-966b-4825-8133-1fafc5c1f9fc	scared	19-11-20 23:27	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	negative	15
14799	fdca8d15-966b-4825-8133-1fafc5c1f9fc	hate	27-11-20 18:44	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	negative	5
14800	fdca8d15-966b-4825-8133-1fafc5c1f9fc	adore	27-08-20 3:26	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	positive	72
14801	fdca8d15-966b-4825-8133-1fafc5c1f9fc	disgust	01-07-20 8:20	0f21b6d6-7be6-484c-9698-d851ad7d43c5	video	dogs	negative	0
